step,b1_x,b1_y,b2_x,b2_y,b3_x,b3_y
317,-2.80755,0.591805,-4.73525,1.05647,5.95279,-0.648279
318,-2.82703,0.58972,-4.75599,1.06205,5.98803,-0.651767
319,-2.84655,0.587641,-4.77672,1.06761,6.02326,-0.655255
320,-2.86608,0.585568,-4.79742,1.07317,6.0585,-0.658742
321,-2.88564,0.583501,-4.81809,1.07873,6.09373,-0.662229
322,-2.90522,0.58144,-4.83874,1.08428,6.12896,-0.665716
323,-2.92482,0.579385,-4.85936,1.08982,6.16418,-0.669202
324,-2.94445,0.577337,-4.87996,1.09535,6.19941,-0.672688
325,-2.9641,0.575294,-4.90053,1.10088,6.23463,-0.676174
326,-2.98378,0.573258,-4.92108,1.1064,6.26985,-0.679659
327,-3.00347,0.571229,-4.9416,1.11192,6.30507,-0.683145
328,-3.02319,0.569206,-4.9621,1.11742,6.34029,-0.68663
329,-3.04293,0.567189,-4.98257,1.12293,6.3755,-0.690114
330,-3.06269,0.565179,-5.00302,1.12842,6.41072,-0.693599
331,-3.08248,0.563176,-5.02345,1.13391,6.44593,-0.697083
332,-3.10229,0.56118,-5.04385,1.13939,6.48114,-0.700567
333,-3.12212,0.55919,-5.06423,1.14486,6.51635,-0.704051
334,-3.14197,0.557207,-5.08458,1.15033,6.55155,-0.707534
335,-3.16185,0.555231,-5.10491,1.15579,6.58676,-0.711017
336,-3.18174,0.553262,-5.12522,1.16124,6.62196,-0.7145
337,-3.20166,0.551301,-5.1455,1.16668,6.65716,-0.717983
338,-3.2216,0.549346,-5.16576,1.17212,6.69236,-0.721465
339,-3.24157,0.547398,-5.18599,1.17755,6.72756,-0.724947
340,-3.26155,0.545458,-5.20621,1.18297,6.76276,-0.728429
341,-3.28156,0.543525,-5.22639,1.18839,6.79795,-0.731911
342,-3.30158,0.5416,-5.24656,1.19379,6.83314,-0.735392
343,-3.32163,0.539682,-5.2667,1.19919,6.86834,-0.738874
344,-3.34171,0.537771,-5.28682,1.20458,6.90352,-0.742355
345,-3.3618,0.535868,-5.30692,1.20997,6.93871,-0.745836
346,-3.38191,0.533973,-5.32699,1.21534,6.9739,-0.749316
347,-3.40205,0.532085,-5.34704,1.22071,7.00908,-0.752797
348,-3.4222,0.530205,-5.36706,1.22607,7.04427,-0.756277
349,-3.44238,0.528333,-5.38707,1.23142,7.07945,-0.759757
350,-3.46258,0.526468,-5.40705,1.23677,7.11463,-0.763236
351,-3.4828,0.524612,-5.42701,1.2421,7.14981,-0.766716
352,-3.50304,0.522763,-5.44695,1.24743,7.18499,-0.770195
353,-3.5233,0.520923,-5.46686,1.25275,7.22016,-0.773675
354,-3.54358,0.51909,-5.48675,1.25806,7.25534,-0.777153
355,-3.56389,0.517266,-5.50662,1.26337,7.29051,-0.780632
356,-3.58421,0.51545,-5.52647,1.26866,7.32568,-0.784111
357,-3.60456,0.513642,-5.5463,1.27395,7.36085,-0.787589
358,-3.62492,0.511842,-5.5661,1.27923,7.39602,-0.791067
359,-3.64531,0.510051,-5.58588,1.28449,7.43119,-0.794545
360,-3.66571,0.508268,-5.60564,1.28976,7.46636,-0.798023
361,-3.68614,0.506493,-5.62538,1.29501,7.50152,-0.801501
362,-3.70659,0.504727,-5.6451,1.30025,7.53668,-0.804978
363,-3.72705,0.50297,-5.66479,1.30549,7.57185,-0.808456
364,-3.74754,0.501221,-5.68446,1.31071,7.60701,-0.811933
365,-3.76805,0.499481,-5.70412,1.31593,7.64217,-0.81541
366,-3.78858,0.49775,-5.72375,1.32114,7.67732,-0.818886
367,-3.80913,0.496027,-5.74336,1.32634,7.71248,-0.822363
368,-3.82969,0.494313,-5.76294,1.33153,7.74764,-0.825839
369,-3.85028,0.492608,-5.78251,1.33671,7.78279,-0.829316
370,-3.87089,0.490912,-5.80206,1.34188,7.81794,-0.832792
371,-3.89152,0.489225,-5.82158,1.34704,7.8531,-0.836268
372,-3.91216,0.487547,-5.84108,1.3522,7.88825,-0.839743
373,-3.93283,0.485878,-5.86057,1.35734,7.9234,-0.843219
374,-3.95352,0.484219,-5.88003,1.36248,7.95855,-0.846694
375,-3.97422,0.482568,-5.89947,1.3676,7.99369,-0.85017
376,-3.99495,0.480926,-5.91889,1.37272,8.02884,-0.853645
377,-4.0157,0.479294,-5.93829,1.37783,8.06398,-0.85712
378,-4.03646,0.477671,-5.95767,1.38292,8.09913,-0.860595
379,-4.05724,0.476058,-5.97702,1.38801,8.13427,-0.864069
380,-4.07805,0.474454,-5.99636,1.39309,8.16941,-0.867544
381,-4.09887,0.472859,-6.01568,1.39816,8.20455,-0.871018
382,-4.11971,0.471274,-6.03498,1.40322,8.23969,-0.874492
383,-4.14057,0.469699,-6.05425,1.40827,8.27483,-0.877966
384,-4.16145,0.468133,-6.07351,1.41331,8.30996,-0.88144
385,-4.18235,0.466577,-6.09275,1.41834,8.3451,-0.884914
386,-4.20327,0.465031,-6.11196,1.42336,8.38023,-0.888388
387,-4.22421,0.463494,-6.13116,1.42837,8.41537,-0.891861
388,-4.24517,0.461967,-6.15033,1.43337,8.4505,-0.895335
389,-4.26614,0.46045,-6.16949,1.43836,8.48563,-0.898808
390,-4.28714,0.458943,-6.18863,1.44334,8.52076,-0.902281
391,-4.30815,0.457446,-6.20774,1.44831,8.55589,-0.905754
392,-4.32918,0.455959,-6.22684,1.45327,8.59102,-0.909227
393,-4.35023,0.454482,-6.24592,1.45822,8.62615,-0.912699
394,-4.3713,0.453015,-6.26497,1.46316,8.66127,-0.916172
395,-4.39239,0.451558,-6.28401,1.46809,8.6964,-0.919644
396,-4.41349,0.450112,-6.30303,1.473,8.73152,-0.923117
397,-4.43462,0.448675,-6.32203,1.47791,8.76665,-0.926589
398,-4.45576,0.447249,-6.34101,1.48281,8.80177,-0.930061
399,-4.47692,0.445834,-6.35997,1.4877,8.83689,-0.933533
400,-4.4981,0.444428,-6.37891,1.49258,8.87201,-0.937005
401,-4.5193,0.443034,-6.39783,1.49744,8.90713,-0.940476
402,-4.54051,0.441649,-6.41673,1.5023,8.94225,-0.943948
403,-4.56175,0.440276,-6.43562,1.50714,8.97736,-0.947419
404,-4.583,0.438912,-6.45448,1.51198,9.01248,-0.950891
405,-4.60427,0.43756,-6.47332,1.5168,9.0476,-0.954362
406,-4.62556,0.436218,-6.49215,1.52161,9.08271,-0.957833
407,-4.64687,0.434887,-6.51096,1.52642,9.11783,-0.961304
408,-4.66819,0.433566,-6.52975,1.53121,9.15294,-0.964775
409,-4.68953,0.432257,-6.54852,1.53599,9.18805,-0.968245
410,-4.71089,0.430958,-6.56727,1.54076,9.22316,-0.971716
411,-4.73227,0.42967,-6.586,1.54552,9.25827,-0.975186
412,-4.75367,0.428394,-6.60471,1.55026,9.29338,-0.978657
413,-4.77508,0.427128,-6.62341,1.555,9.32849,-0.982127
414,-4.79651,0.425873,-6.64208,1.55972,9.3636,-0.985597
415,-4.81796,0.424629,-6.66074,1.56444,9.3987,-0.989067
416,-4.83943,0.423397,-6.67938,1.56914,9.43381,-0.992537
417,-4.86092,0.422176,-6.698,1.57383,9.46891,-0.996007
418,-4.88242,0.420966,-6.7166,1.57851,9.50402,-0.999477
419,-4.90394,0.419767,-6.73518,1.58318,9.53912,-1.00295
420,-4.92547,0.41858,-6.75375,1.58784,9.57422,-1.00642
421,-4.94703,0.417404,-6.7723,1.59248,9.60932,-1.00989
422,-4.9686,0.416239,-6.79082,1.59712,9.64442,-1.01335
423,-4.99019,0.415086,-6.80934,1.60174,9.67952,-1.01682
424,-5.01179,0.413945,-6.82783,1.60635,9.71462,-1.02029
425,-5.03342,0.412815,-6.8463,1.61095,9.74972,-1.02376
426,-5.05506,0.411696,-6.86476,1.61553,9.78482,-1.02723
427,-5.07672,0.41059,-6.8832,1.62011,9.81992,-1.0307
428,-5.09839,0.409495,-6.90162,1.62467,9.85501,-1.03417
429,-5.12008,0.408412,-6.92002,1.62923,9.89011,-1.03764
430,-5.14179,0.407341,-6.93841,1.63377,9.9252,-1.04111
431,-5.16352,0.406281,-6.95677,1.63829,9.96029,-1.04457
432,-5.18526,0.405234,-6.97512,1.64281,9.99539,-1.04804
433,-5.20702,0.404198,-6.99345,1.64731,10.0305,-1.05151
434,-5.2288,0.403175,-7.01177,1.6518,10.0656,-1.05498
435,-5.2506,0.402163,-7.03007,1.65628,10.1007,-1.05845
436,-5.27241,0.401164,-7.04834,1.66075,10.1358,-1.06192
437,-5.29423,0.400177,-7.06661,1.66521,10.1708,-1.06538
438,-5.31608,0.399202,-7.08485,1.66965,10.2059,-1.06885
439,-5.33794,0.398239,-7.10308,1.67408,10.241,-1.07232
440,-5.35982,0.397289,-7.12128,1.6785,10.2761,-1.07579
441,-5.38171,0.396351,-7.13948,1.6829,10.3112,-1.07925
442,-5.40362,0.395425,-7.15765,1.6873,10.3463,-1.08272
443,-5.42555,0.394512,-7.17581,1.69168,10.3814,-1.08619
444,-5.44749,0.393612,-7.19395,1.69604,10.4164,-1.08966
445,-5.46945,0.392723,-7.21207,1.7004,10.4515,-1.09312
446,-5.49143,0.391848,-7.23018,1.70474,10.4866,-1.09659
447,-5.51343,0.390985,-7.24826,1.70907,10.5217,-1.10006
448,-5.53544,0.390135,-7.26634,1.71339,10.5568,-1.10352
449,-5.55746,0.389298,-7.28439,1.71769,10.5919,-1.10699
450,-5.5795,0.388473,-7.30243,1.72198,10.6269,-1.11046
451,-5.60156,0.387662,-7.32045,1.72626,10.662,-1.11392
452,-5.62364,0.386863,-7.33845,1.73053,10.6971,-1.11739
453,-5.64573,0.386077,-7.35644,1.73478,10.7322,-1.12086
454,-5.66784,0.385304,-7.37441,1.73902,10.7672,-1.12432
455,-5.68996,0.384545,-7.39236,1.74325,10.8023,-1.12779
456,-5.7121,0.383798,-7.41029,1.74746,10.8374,-1.13126
457,-5.73426,0.383065,-7.42821,1.75166,10.8725,-1.13472
458,-5.75643,0.382344,-7.44612,1.75584,10.9075,-1.13819
459,-5.77862,0.381637,-7.464,1.76002,10.9426,-1.14165
460,-5.80082,0.380944,-7.48187,1.76418,10.9777,-1.14512
461,-5.82304,0.380264,-7.49972,1.76832,11.0128,-1.14859
462,-5.84528,0.379597,-7.51756,1.77246,11.0478,-1.15205
463,-5.86753,0.378943,-7.53538,1.77657,11.0829,-1.15552
464,-5.88979,0.378304,-7.55318,1.78068,11.118,-1.15898
465,-5.91208,0.377677,-7.57097,1.78477,11.153,-1.16245
466,-5.93438,0.377065,-7.58874,1.78885,11.1881,-1.16591
467,-5.95669,0.376466,-7.6065,1.79291,11.2232,-1.16938
468,-5.97902,0.375881,-7.62423,1.79696,11.2583,-1.17285
469,-6.00137,0.375309,-7.64195,1.801,11.2933,-1.17631
470,-6.02373,0.374752,-7.65966,1.80502,11.3284,-1.17978
471,-6.04611,0.374208,-7.67735,1.80903,11.3635,-1.18324
472,-6.0685,0.373679,-7.69502,1.81303,11.3985,-1.18671
473,-6.09091,0.373163,-7.71268,1.81701,11.4336,-1.19017
474,-6.11333,0.372662,-7.73032,1.82097,11.4687,-1.19364
475,-6.13577,0.372174,-7.74794,1.82493,11.5037,-1.1971
476,-6.15823,0.371701,-7.76555,1.82886,11.5388,-1.20057
477,-6.1807,0.371242,-7.78314,1.83279,11.5738,-1.20403
478,-6.20318,0.370798,-7.80072,1.8367,11.6089,-1.2075
479,-6.22569,0.370367,-7.81828,1.84059,11.644,-1.21096
480,-6.2482,0.369951,-7.83583,1.84447,11.679,-1.21442
481,-6.27073,0.36955,-7.85336,1.84834,11.7141,-1.21789
482,-6.29328,0.369163,-7.87087,1.85219,11.7491,-1.22135
483,-6.31584,0.368791,-7.88837,1.85603,11.7842,-1.22482
484,-6.33842,0.368433,-7.90585,1.85985,11.8193,-1.22828
485,-6.36101,0.36809,-7.92331,1.86366,11.8543,-1.23175
486,-6.38362,0.367762,-7.94076,1.86745,11.8894,-1.23521
487,-6.40624,0.367449,-7.9582,1.87123,11.9244,-1.23867
488,-6.42888,0.36715,-7.97562,1.87499,11.9595,-1.24214
489,-6.45154,0.366866,-7.99302,1.87874,11.9946,-1.2456
490,-6.4742,0.366598,-8.01041,1.88247,12.0296,-1.24907
491,-6.49689,0.366344,-8.02778,1.88619,12.0647,-1.25253
492,-6.51958,0.366106,-8.04514,1.88989,12.0997,-1.25599
493,-6.5423,0.365883,-8.06248,1.89357,12.1348,-1.25946
494,-6.56503,0.365675,-8.0798,1.89725,12.1698,-1.26292
495,-6.58777,0.365482,-8.09711,1.9009,12.2049,-1.26638
496,-6.61053,0.365305,-8.11441,1.90454,12.2399,-1.26985
497,-6.6333,0.365143,-8.13169,1.90817,12.275,-1.27331
498,-6.65609,0.364996,-8.14895,1.91178,12.31,-1.27677
499,-6.67889,0.364865,-8.1662,1.91537,12.3451,-1.28024
500,-6.7017,0.36475,-8.18343,1.91895,12.3801,-1.2837
501,-6.72454,0.36465,-8.20065,1.92251,12.4152,-1.28716
502,-6.74738,0.364566,-8.21786,1.92606,12.4502,-1.29063
503,-6.77024,0.364498,-8.23505,1.92959,12.4853,-1.29409
504,-6.79312,0.364446,-8.25222,1.93311,12.5203,-1.29755
505,-6.81601,0.36441,-8.26938,1.93661,12.5554,-1.30102
506,-6.83891,0.36439,-8.28652,1.94009,12.5904,-1.30448
507,-6.86183,0.364385,-8.30365,1.94356,12.6255,-1.30794
508,-6.88476,0.364397,-8.32076,1.94701,12.6605,-1.31141
509,-6.90771,0.364425,-8.33786,1.95044,12.6956,-1.31487
510,-6.93067,0.36447,-8.35494,1.95386,12.7306,-1.31833
511,-6.95365,0.36453,-8.37201,1.95726,12.7657,-1.32179
512,-6.97664,0.364607,-8.38907,1.96065,12.8007,-1.32526
513,-6.99965,0.364701,-8.4061,1.96402,12.8358,-1.32872
514,-7.02267,0.364811,-8.42313,1.96737,12.8708,-1.33218
515,-7.0457,0.364938,-8.44014,1.97071,12.9058,-1.33564
516,-7.06875,0.365081,-8.45713,1.97402,12.9409,-1.33911
517,-7.09181,0.365241,-8.47411,1.97733,12.9759,-1.34257
518,-7.11489,0.365418,-8.49108,1.98061,13.011,-1.34603
519,-7.13798,0.365612,-8.50803,1.98388,13.046,-1.34949
520,-7.16109,0.365823,-8.52497,1.98713,13.0811,-1.35295
521,-7.1842,0.36605,-8.54189,1.99037,13.1161,-1.35642
522,-7.20734,0.366295,-8.55879,1.99358,13.1511,-1.35988
523,-7.23048,0.366557,-8.57569,1.99678,13.1862,-1.36334
524,-7.25365,0.366837,-8.59256,1.99997,13.2212,-1.3668
525,-7.27682,0.367133,-8.60943,2.00313,13.2562,-1.37026
526,-7.30001,0.367447,-8.62628,2.00628,13.2913,-1.37373
527,-7.32321,0.367779,-8.64311,2.00941,13.3263,-1.37719
528,-7.34643,0.368128,-8.65993,2.01252,13.3614,-1.38065
529,-7.36966,0.368494,-8.67674,2.01562,13.3964,-1.38411
530,-7.39291,0.368879,-8.69353,2.01869,13.4314,-1.38757
531,-7.41616,0.369281,-8.71031,2.02175,13.4665,-1.39103
532,-7.43944,0.369701,-8.72707,2.0248,13.5015,-1.3945
533,-7.46272,0.370139,-8.74382,2.02782,13.5365,-1.39796
534,-7.48602,0.370595,-8.76056,2.03082,13.5716,-1.40142
535,-7.50933,0.371069,-8.77728,2.03381,13.6066,-1.40488
536,-7.53266,0.371561,-8.79399,2.03678,13.6416,-1.40834
537,-7.556,0.372071,-8.81068,2.03973,13.6767,-1.4118
538,-7.57936,0.3726,-8.82736,2.04266,13.7117,-1.41526
539,-7.60272,0.373147,-8.84403,2.04558,13.7467,-1.41873
540,-7.6261,0.373713,-8.86068,2.04847,13.7818,-1.42219
541,-7.6495,0.374297,-8.87731,2.05135,13.8168,-1.42565
542,-7.67291,0.3749,-8.89394,2.05421,13.8518,-1.42911
543,-7.69633,0.375522,-8.91055,2.05705,13.8869,-1.43257
544,-7.71976,0.376162,-8.92714,2.05987,13.9219,-1.43603
545,-7.74321,0.376821,-8.94373,2.06267,13.9569,-1.43949
546,-7.76667,0.3775,-8.96029,2.06545,13.992,-1.44295
547,-7.79015,0.378197,-8.97685,2.06822,14.027,-1.44641
548,-7.81364,0.378914,-8.99339,2.07096,14.062,-1.44987
549,-7.83714,0.37965,-9.00992,2.07369,14.0971,-1.45334
550,-7.86065,0.380405,-9.02643,2.07639,14.1321,-1.4568
551,-7.88418,0.38118,-9.04293,2.07908,14.1671,-1.46026
552,-7.90772,0.381974,-9.05942,2.08174,14.2021,-1.46372
553,-7.93128,0.382788,-9.07589,2.08439,14.2372,-1.46718
554,-7.95484,0.383621,-9.09235,2.08702,14.2722,-1.47064
555,-7.97842,0.384475,-9.1088,2.08962,14.3072,-1.4741
556,-8.00202,0.385348,-9.12523,2.09221,14.3422,-1.47756
557,-8.02562,0.386241,-9.14165,2.09478,14.3773,-1.48102
558,-8.04924,0.387154,-9.15806,2.09733,14.4123,-1.48448
559,-8.07287,0.388088,-9.17445,2.09985,14.4473,-1.48794
560,-8.09652,0.389042,-9.19083,2.10236,14.4824,-1.4914
561,-8.12018,0.390016,-9.2072,2.10485,14.5174,-1.49486
562,-8.14385,0.39101,-9.22355,2.10731,14.5524,-1.49832
563,-8.16753,0.392026,-9.23989,2.10976,14.5874,-1.50178
564,-8.19123,0.393061,-9.25622,2.11218,14.6224,-1.50524
565,-8.21494,0.394118,-9.27253,2.11458,14.6575,-1.5087
566,-8.23866,0.395196,-9.28884,2.11697,14.6925,-1.51216
567,-8.26239,0.396294,-9.30512,2.11933,14.7275,-1.51562
568,-8.28614,0.397414,-9.3214,2.12167,14.7625,-1.51908
569,-8.3099,0.398554,-9.33766,2.12399,14.7976,-1.52254
570,-8.33367,0.399716,-9.35391,2.12628,14.8326,-1.526
571,-8.35745,0.4009,-9.37015,2.12856,14.8676,-1.52946
572,-8.38125,0.402105,-9.38637,2.13082,14.9026,-1.53292
573,-8.40506,0.403331,-9.40258,2.13305,14.9376,-1.53638
574,-8.42888,0.40458,-9.41878,2.13526,14.9727,-1.53984
575,-8.45271,0.40585,-9.43497,2.13745,15.0077,-1.5433
576,-8.47656,0.407142,-9.45114,2.13962,15.0427,-1.54676
577,-8.50042,0.408456,-9.4673,2.14176,15.0777,-1.55022
578,-8.52429,0.409792,-9.48345,2.14389,15.1127,-1.55368
579,-8.54817,0.41115,-9.49959,2.14599,15.1478,-1.55714
580,-8.57206,0.412531,-9.51571,2.14807,15.1828,-1.5606
581,-8.59597,0.413934,-9.53182,2.15012,15.2178,-1.56406
582,-8.61989,0.41536,-9.54792,2.15216,15.2528,-1.56752
583,-8.64382,0.416809,-9.56401,2.15417,15.2878,-1.57098
584,-8.66776,0.418281,-9.58008,2.15615,15.3228,-1.57443
585,-8.69171,0.419775,-9.59614,2.15812,15.3579,-1.57789
586,-8.71568,0.421293,-9.61219,2.16006,15.3929,-1.58135
587,-8.73966,0.422833,-9.62823,2.16198,15.4279,-1.58481
588,-8.76365,0.424398,-9.64426,2.16387,15.4629,-1.58827
589,-8.78765,0.425985,-9.66027,2.16575,15.4979,-1.59173
590,-8.81166,0.427596,-9.67627,2.16759,15.5329,-1.59519
591,-8.83569,0.429231,-9.69226,2.16942,15.5679,-1.59865
592,-8.85972,0.43089,-9.70824,2.17122,15.603,-1.60211
593,-8.88377,0.432573,-9.7242,2.17299,15.638,-1.60557
594,-8.90783,0.434279,-9.74016,2.17475,15.673,-1.60903
595,-8.9319,0.43601,-9.7561,2.17647,15.708,-1.61248
596,-8.95598,0.437766,-9.77203,2.17818,15.743,-1.61594
597,-8.98008,0.439546,-9.78795,2.17986,15.778,-1.6194
598,-9.00418,0.44135,-9.80386,2.18151,15.813,-1.62286
599,-9.0283,0.443179,-9.81975,2.18314,15.8481,-1.62632
600,-9.05243,0.445033,-9.83564,2.18475,15.8831,-1.62978
601,-9.07656,0.446913,-9.85151,2.18632,15.9181,-1.63324
602,-9.10071,0.448817,-9.86737,2.18788,15.9531,-1.6367
603,-9.12487,0.450747,-9.88322,2.18941,15.9881,-1.64015
604,-9.14904,0.452702,-9.89906,2.19091,16.0231,-1.64361
605,-9.17323,0.454682,-9.91489,2.19239,16.0581,-1.64707
606,-9.19742,0.456689,-9.93071,2.19384,16.0931,-1.65053
607,-9.22162,0.458721,-9.94651,2.19527,16.1281,-1.65399
608,-9.24584,0.46078,-9.96231,2.19667,16.1631,-1.65745
609,-9.27006,0.462864,-9.97809,2.19804,16.1982,-1.66091
610,-9.2943,0.464975,-9.99386,2.19939,16.2332,-1.66436
611,-9.31855,0.467113,-10.0096,2.20071,16.2682,-1.66782
612,-9.3428,0.469277,-10.0254,2.202,16.3032,-1.67128
613,-9.36707,0.471468,-10.0411,2.20327,16.3382,-1.67474
614,-9.39135,0.473686,-10.0568,2.20451,16.3732,-1.6782
615,-9.41563,0.475931,-10.0726,2.20572,16.4082,-1.68166
616,-9.43993,0.478203,-10.0883,2.20691,16.4432,-1.68511
617,-9.46424,0.480503,-10.104,2.20807,16.4782,-1.68857
618,-9.48856,0.48283,-10.1197,2.2092,16.5132,-1.69203
619,-9.51289,0.485186,-10.1353,2.2103,16.5482,-1.69549
620,-9.53723,0.487569,-10.151,2.21138,16.5832,-1.69895
621,-9.56157,0.48998,-10.1667,2.21242,16.6182,-1.7024
622,-9.58593,0.49242,-10.1823,2.21344,16.6532,-1.70586
623,-9.6103,0.494888,-10.1979,2.21443,16.6882,-1.70932
624,-9.63468,0.497384,-10.2136,2.21539,16.7232,-1.71278
625,-9.65906,0.49991,-10.2292,2.21633,16.7583,-1.71624
626,-9.68346,0.502464,-10.2448,2.21723,16.7933,-1.71969
627,-9.70787,0.505048,-10.2604,2.2181,16.8283,-1.72315
628,-9.73228,0.507661,-10.276,2.21895,16.8633,-1.72661
629,-9.75671,0.510304,-10.2916,2.21976,16.8983,-1.73007
630,-9.78114,0.512976,-10.3071,2.22055,16.9333,-1.73352
631,-9.80558,0.515678,-10.3227,2.2213,16.9683,-1.73698
632,-9.83003,0.518411,-10.3382,2.22203,17.0033,-1.74044
633,-9.85449,0.521173,-10.3538,2.22272,17.0383,-1.7439
634,-9.87896,0.523967,-10.3693,2.22339,17.0733,-1.74735
635,-9.90344,0.52679,-10.3848,2.22402,17.1083,-1.75081
636,-9.92793,0.529645,-10.4004,2.22462,17.1433,-1.75427
637,-9.95242,0.532531,-10.4159,2.2252,17.1783,-1.75773
638,-9.97693,0.535448,-10.4314,2.22574,17.2133,-1.76119
639,-10.0014,0.538397,-10.4468,2.22625,17.2483,-1.76464
640,-10.026,0.541377,-10.4623,2.22672,17.2833,-1.7681
641,-10.0505,0.54439,-10.4778,2.22717,17.3183,-1.77156
642,-10.075,0.547434,-10.4933,2.22758,17.3533,-1.77501
643,-10.0996,0.550511,-10.5087,2.22796,17.3883,-1.77847
644,-10.1241,0.553621,-10.5242,2.22831,17.4233,-1.78193
645,-10.1487,0.556763,-10.5396,2.22862,17.4583,-1.78539
646,-10.1732,0.559938,-10.555,2.22891,17.4933,-1.78884
647,-10.1978,0.563147,-10.5705,2.22915,17.5283,-1.7923
648,-10.2224,0.566389,-10.5859,2.22937,17.5633,-1.79576
649,-10.247,0.569664,-10.6013,2.22955,17.5983,-1.79922
650,-10.2716,0.572974,-10.6167,2.2297,17.6333,-1.80267
651,-10.2962,0.576318,-10.6321,2.22981,17.6683,-1.80613
652,-10.3208,0.579696,-10.6475,2.22989,17.7033,-1.80959
653,-10.3454,0.583109,-10.6628,2.22994,17.7383,-1.81304
654,-10.37,0.586556,-10.6782,2.22994,17.7733,-1.8165
